yearID,lgID,teamID,Rank,W,L,WSWin,R,H,2B,3B,HR,TB,BB,SO,SB,CS,SB%,HBP,SF,AVG,OBP,SLG,OPS,RA,ERA,CG,SHO,SV,HA,HRA,BBA,SOA,franchName
2014,NL,CIN,4,76,86,N,595,1282,254,20,131,1969,415,1252,122,52,0.701149425,52,37,0.237627433,0.296490931,0.364967563,0.661458493,612,3.59,5,13,44,1282,163,507,1290,Cincinnati Reds
2014,AL,CLE,3,85,77,N,669,1411,284,23,142,2167,504,1189,104,27,0.79389313,42,49,0.25309417,0.317179903,0.388699552,0.705879454,653,3.56,6,15,40,1398,135,464,1450,Cleveland Indians
2014,NL,COL,4,66,96,N,755,1551,307,41,186,2498,397,1281,85,48,0.639097744,48,48,0.27637206,0.326945127,0.445117605,0.772062732,818,4.84,1,4,24,1528,173,531,1074,Colorado Rockies
2014,AL,DET,1,90,72,N,757,1557,325,26,155,2399,443,1144,106,41,0.721088435,44,61,0.276554174,0.330851408,0.426110124,0.756961533,705,4.01,5,8,41,1475,127,462,1244,Detroit Tigers
2014,AL,HOU,4,70,92,N,629,1317,240,19,163,2084,495,1442,122,37,0.767295597,55,36,0.241784469,0.309464611,0.382595924,0.692060536,723,4.11,7,3,31,1437,139,484,1137,Houston Astros
2014,AL,KCR,2,89,73,N,651,1456,286,29,95,2085,380,985,153,36,0.80952381,53,47,0.2625789,0.313526971,0.376014427,0.689541398,624,3.51,3,14,53,1386,128,440,1168,Kansas City Royals
2014,AL,LAA,1,98,64,N,773,1464,304,31,155,2295,492,1266,81,39,0.675,60,54,0.259023355,0.322147651,0.406050955,0.728198606,630,3.58,3,13,46,1307,126,504,1342,Los Angeles Angels
2014,NL,LAD,1,94,68,N,718,1476,302,38,134,2256,519,1246,138,50,0.734042553,61,43,0.265467626,0.332524664,0.405755396,0.73828006,617,3.4,7,16,47,1338,142,429,1373,Los Angeles Dodgers
2014,NL,MIA,4,77,85,N,645,1399,254,36,122,2091,501,1419,58,21,0.734177215,35,39,0.252618274,0.316538524,0.377573131,0.694111656,674,3.78,3,16,42,1481,114,458,1190,Miami Marlins
2014,NL,MIL,3,82,80,N,650,1366,297,28,150,2169,423,1197,102,43,0.703448276,73,37,0.250091542,0.31059216,0.397107287,0.707699447,657,3.67,3,9,45,1386,167,431,1246,Milwaukee Brewers
2014,AL,MIN,5,70,92,N,715,1412,316,27,128,2166,544,1329,99,36,0.733333333,53,44,0.253637507,0.323614691,0.389078498,0.712693189,777,4.57,2,7,38,1588,147,408,1031,Minnesota Twins
2014,AL,NYY,2,84,78,N,633,1349,247,26,147,2089,452,1133,112,26,0.811594203,56,47,0.245406585,0.306840714,0.380025468,0.686866182,664,3.75,5,10,48,1392,164,398,1370,New York Yankees
2014,NL,NYM,3,79,83,N,629,1306,275,19,125,1994,516,1264,101,34,0.748148148,54,44,0.238669591,0.308248439,0.364400585,0.672649024,618,3.49,1,11,42,1370,141,509,1303,New York Mets
2014,AL,OAK,2,88,74,N,729,1354,253,33,146,2111,586,1104,83,20,0.805825243,49,43,0.24418395,0.319620762,0.380703336,0.700324098,572,3.22,7,13,31,1269,147,406,1244,Oakland Athletics
2014,NL,PHI,5,73,89,N,619,1356,251,27,125,2036,443,1306,109,26,0.807407407,55,37,0.242013207,0.302052786,0.363376762,0.665429548,687,3.79,2,12,40,1396,134,521,1255,Philadelphia Phillies
2014,NL,PIT,2,88,74,N,682,1436,275,30,156,2239,520,1244,104,47,0.688741722,78,35,0.259393064,0.329713082,0.404443642,0.734156723,631,3.47,2,7,48,1341,128,499,1228,Pittsburgh Pirates
2014,NL,SDP,3,77,85,N,535,1199,224,30,109,1810,468,1294,91,34,0.728,41,45,0.226482811,0.292065663,0.341896487,0.63396215,577,3.27,4,10,41,1300,117,462,1284,San Diego Padres
2014,AL,SEA,3,87,75,N,634,1328,247,32,136,2047,396,1232,96,42,0.695652174,60,34,0.243669725,0.3003367,0.37559633,0.675933031,554,3.17,2,9,51,1240,137,463,1317,Seattle Mariners
2014,NL,SFG,2,88,74,Y,665,1407,257,42,132,2144,427,1245,56,27,0.674698795,43,49,0.254752852,0.310658722,0.388194822,0.698853544,614,3.5,8,12,46,1305,133,389,1211,San Francisco Giants
2014,NL,STL,1,90,72,N,619,1371,275,21,105,2003,471,1133,57,32,0.640449438,86,39,0.252672318,0.320159415,0.369148544,0.68930796,603,3.5,8,23,55,1321,123,470,1221,St. Louis Cardinals
2014,AL,TBR,4,77,85,N,612,1361,263,24,117,2023,527,1124,63,27,0.7,66,53,0.246736766,0.317104836,0.366751269,0.683856105,625,3.56,3,22,37,1292,145,482,1437,Tampa Bay Rays
2014,AL,TEX,5,67,95,N,637,1400,260,28,111,2049,417,1162,105,59,0.640243902,61,45,0.256410256,0.313889353,0.375274725,0.689164078,773,4.49,6,17,33,1510,160,505,1110,Texas Rangers
2014,AL,TOR,3,83,79,N,723,1435,282,24,177,2296,502,1151,78,21,0.787878788,41,40,0.258605154,0.322570124,0.413768247,0.73633837,686,4,3,16,45,1400,151,490,1199,Toronto Blue Jays
2014,NL,WAS,1,96,66,N,686,1403,265,27,152,2178,517,1304,101,23,0.814516129,56,41,0.253157705,0.320987654,0.392998917,0.713986572,555,3.03,5,19,45,1351,110,352,1288,Washington Nationals
2015,NL,ARI,3,79,83,N,720,1494,289,48,154,2341,490,1312,132,44,0.75,33,57,0.264471588,0.323807995,0.41440963,0.738217625,713,4.04,1,12,44,1450,182,500,1215,Arizona Diamondbacks
2015,NL,ATL,4,67,95,N,573,1361,251,18,100,1948,471,1107,69,33,0.676470588,44,31,0.251107011,0.314448542,0.359409594,0.673858136,760,4.41,3,10,44,1462,170,550,1148,Atlanta Braves
2015,AL,BAL,3,81,81,N,713,1370,246,20,217,2307,418,1331,44,25,0.637681159,51,32,0.249772106,0.307216839,0.420601641,0.72781848,693,4.05,0,10,43,1406,174,483,1233,Baltimore Orioles
2015,AL,BOS,5,78,84,N,748,1495,294,33,161,2338,478,1148,71,27,0.724489796,46,42,0.265070922,0.325330325,0.414539007,0.739869333,753,4.31,3,10,40,1486,178,478,1218,Boston Red Sox
2015,AL,CHW,4,76,86,N,622,1381,260,27,136,2103,404,1231,68,42,0.618181818,65,37,0.249593349,0.30634211,0.380083138,0.686425247,701,3.98,7,9,37,1443,162,474,1359,Chicago White Sox
2015,NL,CHC,3,97,65,N,689,1341,272,30,171,2186,567,1518,95,37,0.71969697,74,35,0.244217811,0.321388033,0.398105992,0.719494025,608,3.36,6,21,48,1276,134,407,1431,Chicago Cubs
2015,NL,CIN,5,64,98,N,640,1382,257,27,167,2194,496,1255,134,38,0.779069767,42,40,0.248070364,0.312245894,0.393825166,0.70607106,754,4.33,2,8,35,1436,177,544,1252,Cincinnati Reds
2015,AL,CLE,3,81,80,N,669,1395,303,29,141,2179,533,1157,86,28,0.754385965,39,50,0.256480971,0.324533905,0.400625115,0.72515902,640,3.67,11,10,38,1274,161,425,1407,Cleveland Indians
2015,NL,COL,5,68,94,N,737,1479,274,49,186,2409,388,1283,97,43,0.692857143,33,34,0.265434314,0.31524805,0.432340273,0.747588323,844,5.04,4,4,36,1579,183,579,1112,Colorado Rockies
2015,AL,DET,5,74,87,N,689,1515,289,49,151,2355,455,1259,83,51,0.619402985,41,35,0.27029438,0.32773794,0.420160571,0.747898511,803,4.64,7,12,35,1491,193,489,1100,Detroit Tigers
2015,AL,HOU,2,86,76,N,729,1363,278,26,230,2383,486,1392,121,48,0.715976331,56,43,0.249679428,0.315188617,0.436526836,0.751715453,618,3.57,5,13,39,1308,148,423,1280,Houston Astros
2015,AL,KCR,1,95,67,Y,724,1497,300,42,139,2298,383,973,104,34,0.753623188,77,47,0.268520179,0.321769155,0.412197309,0.733966464,641,3.73,2,8,56,1372,155,489,1160,Kansas City Royals
2015,AL,LAA,3,85,77,N,661,1331,243,21,176,2144,435,1150,52,34,0.604651163,58,40,0.245707956,0.306554622,0.395791028,0.70234565,675,3.94,2,12,46,1355,166,466,1221,Los Angeles Angels
2015,NL,LAD,1,92,70,N,667,1346,263,26,187,2222,563,1258,59,34,0.634408602,60,30,0.249953575,0.326101358,0.412627669,0.738729028,595,3.44,6,21,47,1317,145,395,1396,Los Angeles Dodgers
2015,NL,MIA,3,71,91,N,613,1420,236,40,120,2096,375,1150,112,45,0.713375796,39,40,0.259930441,0.309954369,0.383671975,0.693626344,678,4.02,0,12,35,1374,141,508,1152,Miami Marlins
2015,NL,MIL,4,68,94,N,655,1378,274,34,145,2155,412,1299,84,29,0.743362832,41,34,0.251459854,0.306854366,0.393248175,0.700102541,737,4.28,1,7,40,1432,176,517,1260,Milwaukee Brewers
2015,AL,MIN,2,83,79,N,696,1349,277,44,156,2182,439,1264,70,38,0.648148148,40,41,0.246753247,0.305328211,0.399122005,0.704450216,700,4.07,2,12,45,1506,163,413,1046,Minnesota Twins
2015,AL,NYY,2,87,75,N,764,1397,272,19,212,2343,554,1227,63,25,0.715909091,63,54,0.250943057,0.322859891,0.420873002,0.743732893,698,4.03,3,4,48,1416,182,474,1370,New York Yankees
2015,NL,NYM,1,90,72,N,683,1351,295,17,177,2211,488,1290,51,25,0.671052632,68,32,0.244436403,0.311856092,0.400036186,0.711892278,613,3.43,1,14,50,1341,152,383,1337,New York Mets
2015,AL,OAK,5,68,94,N,694,1405,277,46,146,2212,475,1119,78,29,0.728971963,40,38,0.250892857,0.312042906,0.395,0.707042906,729,4.14,5,15,28,1402,172,474,1179,Oakland Athletics
2015,NL,PHI,5,63,99,N,626,1374,272,37,130,2110,387,1274,88,32,0.733333333,54,29,0.248507868,0.302550425,0.381624164,0.684174589,809,4.69,1,7,35,1592,191,488,1153,Philadelphia Phillies
2015,NL,PIT,2,98,64,N,697,1462,292,27,140,2228,461,1322,98,45,0.685314685,89,41,0.259634168,0.323368692,0.395666844,0.719035536,596,3.21,0,13,54,1392,110,453,1338,Pittsburgh Pirates
2015,NL,SDP,4,74,88,N,650,1324,260,36,148,2100,426,1327,82,29,0.738738739,40,42,0.242624152,0.300083822,0.384826828,0.68491065,731,4.09,1,6,41,1371,171,516,1393,San Diego Padres
2015,AL,SEA,4,76,86,N,656,1379,262,22,198,2279,478,1336,69,45,0.605263158,36,35,0.248737374,0.310684392,0.411075036,0.721759428,726,4.16,6,12,45,1430,181,491,1283,Seattle Mariners
2015,NL,SFG,2,84,78,N,696,1486,288,39,136,2260,457,1159,93,36,0.720930233,49,37,0.267026056,0.326129666,0.406109614,0.73223928,627,3.72,7,18,41,1344,155,431,1165,San Francisco Giants
2015,NL,STL,1,100,62,N,647,1386,288,39,137,2163,506,1267,69,38,0.644859813,66,42,0.25273523,0.321088882,0.394420131,0.715509013,525,2.94,1,15,62,1359,123,477,1329,St. Louis Cardinals
2015,AL,TBR,4,80,82,N,644,1383,278,32,167,2226,436,1310,87,45,0.659090909,84,47,0.252142206,0.314441507,0.405834093,0.7202756,642,3.74,1,12,60,1314,175,477,1355,Tampa Bay Rays
2015,AL,TEX,1,88,74,N,751,1419,279,32,172,2278,503,1233,101,39,0.721428571,76,54,0.25748503,0.325195313,0.413355108,0.73855042,733,4.24,5,9,45,1459,171,508,1095,Texas Rangers
2015,AL,TOR,1,93,69,N,891,1480,308,17,232,2518,570,1151,88,23,0.792792793,54,62,0.268651298,0.339628733,0.457070249,0.796698982,670,3.8,7,10,34,1353,173,397,1117,Toronto Blue Jays
2015,NL,WAS,2,83,79,N,703,1363,265,13,177,2185,539,1344,57,23,0.7125,44,51,0.25110538,0.321016166,0.402542373,0.723558539,635,3.62,4,13,41,1366,145,364,1342,Washington Nationals
2016,NL,ARI,4,69,93,N,752,1479,285,56,190,2446,463,1427,137,31,0.81547619,50,38,0.261076787,0.32046332,0.431774051,0.752237372,890,5.09,2,7,31,1563,202,603,1318,Arizona Diamondbacks
2016,NL,ATL,5,68,93,N,649,1404,295,27,122,2119,502,1240,75,34,0.688073394,59,52,0.254624592,0.320711604,0.384294523,0.705006127,779,4.51,1,9,39,1414,177,547,1227,Atlanta Braves
2016,AL,BAL,2,89,73,N,744,1413,265,6,253,2449,468,1324,19,13,0.59375,44,36,0.255792904,0.317028986,0.443338161,0.760367146,715,4.22,1,9,54,1408,183,545,1248,Baltimore Orioles
2016,AL,BOS,1,93,69,N,878,1598,343,25,208,2615,558,1160,83,24,0.775700935,43,40,0.281834215,0.348439233,0.461199295,0.809638528,694,4,9,5,43,1342,176,490,1362,Boston Red Sox
2016,AL,CHW,4,78,84,N,686,1428,277,33,168,2275,455,1285,77,36,0.681415929,53,44,0.257297297,0.317273025,0.40990991,0.727182935,715,4.1,7,10,43,1422,185,521,1270,Chicago White Sox
2016,NL,CHC,1,103,58,Y,808,1409,293,30,199,2359,656,1339,66,34,0.66,96,37,0.256042159,0.343452003,0.428675268,0.772127271,556,3.15,5,15,38,1125,163,495,1441,Chicago Cubs
2016,NL,CIN,5,68,94,N,716,1403,277,33,164,2238,452,1284,139,51,0.731578947,52,44,0.25569528,0.315990058,0.407873155,0.723863213,854,4.91,2,8,28,1457,258,636,1241,Cincinnati Reds
2016,AL,CLE,1,94,67,N,777,1435,308,29,185,2356,531,1246,134,31,0.812121212,49,60,0.261670314,0.329033312,0.429613421,0.758646732,676,3.84,5,11,37,1330,186,461,1398,Cleveland Indians
2016,NL,COL,3,75,87,N,845,1544,318,47,204,2568,494,1330,66,39,0.628571429,40,34,0.275026719,0.336137172,0.457427859,0.793565031,860,4.91,2,9,37,1532,181,547,1223,Colorado Rockies
2016,AL,DET,2,86,75,N,750,1476,252,30,211,2421,493,1303,58,29,0.666666667,53,38,0.267100977,0.330932897,0.438110749,0.769043646,721,4.24,3,8,47,1417,182,462,1232,Detroit Tigers
2016,AL,HOU,3,84,78,N,724,1367,291,29,198,2310,554,1452,102,44,0.698630137,47,31,0.246528404,0.318601263,0.416591524,0.735192787,701,4.06,2,8,44,1441,181,453,1396,Houston Astros
2016,AL,KCR,3,81,81,N,675,1450,264,33,147,2221,382,1224,121,35,0.775641026,45,34,0.261167147,0.312156993,0.400036023,0.712193016,712,4.21,3,7,41,1433,206,517,1287,Kansas City Royals
2016,AL,LAA,4,74,88,N,717,1410,279,20,156,2197,471,991,73,34,0.682242991,51,49,0.259620696,0.321892702,0.404529553,0.726422255,727,4.28,4,12,29,1480,208,498,1136,Los Angeles Angels
2016,NL,LAD,1,91,71,N,725,1376,272,21,189,2257,525,1321,45,26,0.633802817,58,32,0.249365712,0.319419534,0.409025009,0.728444543,638,3.7,3,15,47,1266,165,464,1510,Los Angeles Dodgers
2016,NL,MIA,3,79,82,N,655,1460,259,42,128,2187,447,1213,71,28,0.717171717,54,38,0.263205336,0.322214919,0.394267171,0.716482091,682,4.05,0,12,55,1358,152,595,1379,Miami Marlins
2016,NL,MIL,4,73,89,N,671,1299,249,19,194,2168,599,1543,181,56,0.76371308,37,39,0.243714822,0.322231474,0.406754221,0.728985695,733,4.08,0,7,46,1450,178,532,1175,Milwaukee Brewers
2016,AL,MIN,5,59,103,N,722,1409,288,35,200,2367,513,1426,91,32,0.739837398,44,43,0.250800997,0.316178836,0.421324315,0.73750315,889,5.08,4,3,26,1617,221,479,1191,Minnesota Twins
2016,AL,NYY,4,84,78,N,680,1378,245,20,183,2212,475,1188,72,22,0.765957447,42,49,0.252473433,0.314575033,0.405276658,0.719851691,702,4.16,0,10,48,1358,214,444,1393,New York Yankees
2016,NL,NYM,2,87,75,N,671,1342,240,19,218,2274,517,1302,42,18,0.7,62,41,0.24583257,0.316005922,0.416559809,0.732565732,617,3.57,1,13,55,1397,152,439,1396,New York Mets
2016,AL,OAK,5,69,93,N,653,1352,270,21,169,2171,442,1145,50,23,0.684931507,33,34,0.245818182,0.304043934,0.394727273,0.698771207,761,4.51,2,7,42,1459,185,464,1188,Oakland Athletics
2016,NL,PHI,4,71,91,N,610,1305,231,35,161,2089,424,1376,96,45,0.680851064,58,30,0.240154582,0.300538177,0.384431358,0.684969535,796,4.63,4,12,43,1468,213,466,1299,Philadelphia Phillies
2016,NL,PIT,3,78,83,N,729,1426,277,32,153,2226,561,1334,110,45,0.709677419,81,36,0.257307831,0.332475884,0.401660051,0.734135935,758,4.21,5,5,51,1490,180,533,1232,Pittsburgh Pirates
2016,NL,SDP,5,68,94,N,686,1275,257,26,177,2115,449,1500,125,45,0.735294118,58,36,0.235283263,0.298892989,0.390293412,0.689186401,770,4.43,1,9,35,1425,183,569,1222,San Diego Padres
2016,AL,SEA,2,86,76,N,768,1446,251,17,223,2400,506,1288,56,28,0.666666667,72,41,0.259000537,0.32634634,0.429876411,0.75622275,707,4,2,8,49,1410,213,460,1318,Seattle Mariners
2016,NL,SFG,2,87,75,N,715,1437,280,54,130,2215,572,1107,79,36,0.686956522,42,46,0.258221024,0.329477912,0.39802336,0.727501272,631,3.65,10,11,43,1334,158,439,1309,San Francisco Giants
2016,NL,STL,2,86,76,N,779,1415,299,32,225,2453,526,1318,35,26,0.573770492,70,41,0.255046864,0.325141471,0.442141312,0.767282783,712,4.08,2,10,38,1432,159,475,1290,St. Louis Cardinals
2016,AL,TBR,5,68,94,N,672,1333,288,32,216,2333,449,1482,60,37,0.618556701,69,28,0.243203795,0.307117969,0.425652253,0.732770222,713,4.2,1,8,42,1395,210,491,1357,Tampa Bay Rays
2016,AL,TEX,1,95,67,N,765,1446,257,23,215,2394,436,1220,99,36,0.733333333,70,40,0.261719457,0.321528578,0.433303167,0.754831746,757,4.37,1,6,56,1441,201,534,1154,Texas Rangers
2016,AL,TOR,2,89,73,N,759,1358,276,18,221,2333,632,1362,54,24,0.692307692,55,40,0.247855448,0.32951982,0.425807629,0.755327449,666,3.78,0,10,43,1340,183,461,1314,Toronto Blue Jays
2016,NL,WAS,1,95,67,N,763,1403,268,29,203,2338,536,1252,121,39,0.75625,64,63,0.255555556,0.325532261,0.425865209,0.75139747,612,3.51,1,12,46,1272,155,468,1476,Washington Nationals
2017,NL,ARI,2,93,69,N,812,1405,314,39,220,2457,578,1456,103,30,0.77443609,54,27,0.254298643,0.329398448,0.444705882,0.77410433,659,3.66,2,11,43,1309,171,516,1482,Arizona Diamondbacks
2017,NL,ATL,3,72,90,N,732,1467,289,26,165,2303,474,1184,77,31,0.712962963,66,32,0.2627149,0.326023392,0.412428367,0.738451759,821,4.72,0,6,36,1463,192,584,1258,Atlanta Braves
2017,AL,BAL,5,75,87,N,743,1469,269,12,232,2458,392,1412,32,13,0.711111111,50,37,0.26,0.311796378,0.435044248,0.746840626,841,4.97,1,10,35,1505,242,579,1233,Baltimore Orioles
2017,AL,BOS,1,93,69,N,785,1461,302,19,168,2305,571,1224,106,31,0.773722628,53,36,0.25771741,0.32943593,0.406597283,0.736033213,668,3.7,5,11,39,1384,195,465,1580,Boston Red Sox
2017,AL,CHW,4,67,95,N,706,1412,256,37,186,2300,401,1397,71,31,0.696078431,76,33,0.256121894,0.313631081,0.417195719,0.7308268,820,4.78,0,3,25,1384,242,632,1193,Chicago White Sox
2017,NL,CHC,1,92,70,N,822,1402,274,29,223,2403,622,1401,62,31,0.666666667,82,32,0.255094614,0.337933248,0.437227074,0.775160322,695,3.95,2,8,38,1294,194,554,1439,Chicago Cubs
2017,NL,CIN,5,68,94,N,753,1390,249,38,219,2372,565,1329,120,39,0.754716981,72,42,0.253464624,0.328898264,0.432530999,0.761429263,869,5.17,2,8,33,1442,248,631,1300,Cincinnati Reds
2017,AL,CLE,1,102,60,N,818,1449,333,29,212,2476,604,1153,88,23,0.792792793,50,45,0.262928688,0.338647343,0.449283252,0.787930595,564,3.3,7,19,37,1267,163,406,1614,Cleveland Indians
2017,NL,COL,3,87,75,N,824,1510,293,38,192,2455,519,1408,59,34,0.634408602,44,41,0.272858692,0.33773216,0.44362125,0.781353411,757,4.51,1,9,47,1453,190,532,1270,Colorado Rockies
2017,AL,DET,5,64,98,N,735,1435,289,35,187,2355,503,1313,65,34,0.656565657,52,27,0.258279338,0.32420984,0.423866091,0.748075931,894,5.36,2,4,32,1587,218,538,1202,Detroit Tigers
2017,AL,HOU,1,101,61,Y,896,1581,346,20,238,2681,509,1087,98,42,0.7,70,61,0.281767956,0.345544713,0.477811442,0.823356155,700,4.12,1,9,45,1314,192,522,1593,Houston Astros
2017,AL,KCR,3,80,82,N,702,1436,260,24,193,2323,390,1166,91,31,0.745901639,45,37,0.259393064,0.311418109,0.419617052,0.731035161,791,4.61,1,6,39,1480,196,519,1216,Kansas City Royals
2017,AL,LAA,2,80,82,N,710,1314,251,14,186,2151,523,1198,136,44,0.755555556,70,46,0.24265928,0.314998348,0.397229917,0.712228265,709,4.2,1,10,43,1373,224,470,1312,Los Angeles Angels
2017,NL,LAD,1,104,58,N,770,1347,312,20,221,2362,649,1380,77,28,0.733333333,64,38,0.249075444,0.334469881,0.436760355,0.771230237,580,3.38,2,16,51,1226,184,442,1549,Los Angeles Dodgers
2017,NL,MIA,2,77,85,N,778,1497,271,31,194,2412,486,1282,91,30,0.752066116,67,41,0.267225991,0.330858618,0.430560514,0.761419133,822,4.82,1,7,34,1450,193,627,1202,Miami Marlins
2017,NL,MIL,2,86,76,N,732,1363,267,22,224,2346,547,1571,128,41,0.75739645,53,26,0.249314066,0.322172985,0.429120176,0.751293161,697,4,1,12,54,1381,185,553,1346,Milwaukee Brewers
2017,AL,MIN,2,85,77,N,815,1444,286,31,206,2410,593,1342,95,28,0.772357724,46,39,0.259852438,0.334081796,0.433687241,0.767769038,788,4.59,6,11,42,1487,224,483,1166,Minnesota Twins
2017,AL,NYY,2,91,71,N,858,1463,266,23,241,2498,616,1386,90,22,0.803571429,64,56,0.261530211,0.338546603,0.446549875,0.785096478,660,3.72,2,7,36,1248,192,504,1560,New York Yankees
2017,NL,NYM,4,70,92,N,735,1379,286,28,224,2393,529,1291,58,23,0.716049383,57,37,0.250272232,0.320397848,0.43430127,0.754699118,863,5.01,2,5,34,1538,220,593,1374,New York Mets
2017,AL,OAK,5,75,87,N,739,1344,305,15,234,2381,565,1491,57,22,0.721518987,43,40,0.245973646,0.319371728,0.435761347,0.755133075,826,4.67,1,6,35,1444,210,502,1202,Oakland Athletics
2017,NL,PHI,5,66,96,N,690,1382,287,36,174,2263,494,1417,59,25,0.702380952,47,36,0.24968383,0.314626963,0.408852755,0.723479719,782,4.55,1,7,33,1471,221,527,1309,Philadelphia Phillies
2017,NL,PIT,4,75,87,N,668,1331,249,36,151,2105,519,1213,67,36,0.650485437,88,28,0.243862221,0.318069916,0.385672407,0.703742324,731,4.22,2,12,36,1464,182,511,1262,Pittsburgh Pirates
2017,NL,SDP,4,71,91,N,604,1251,227,31,189,2107,460,1499,89,33,0.729508197,53,33,0.233569828,0.298881735,0.39339059,0.692272325,816,4.67,2,12,45,1417,226,554,1325,San Diego Padres
2017,AL,SEA,3,78,84,N,750,1436,281,17,200,2351,487,1267,89,35,0.717741935,78,35,0.258692128,0.325312957,0.423527292,0.74884025,772,4.46,1,9,39,1399,237,490,1244,Seattle Mariners
2017,NL,SFG,5,64,98,N,639,1382,290,28,128,2112,467,1204,76,34,0.690909091,36,52,0.248964151,0.308712742,0.380471987,0.689184729,776,4.5,3,5,32,1515,182,496,1234,San Francisco Giants
2017,NL,STL,3,83,79,N,761,1402,284,28,196,2330,593,1348,81,31,0.723214286,65,44,0.25630713,0.333765392,0.425959781,0.759725173,705,4.01,3,12,43,1393,183,493,1351,St. Louis Cardinals
2017,AL,TBR,3,80,82,N,694,1340,226,32,228,2314,545,1538,88,34,0.721311475,55,48,0.244614823,0.316682991,0.42241694,0.739099931,704,3.97,0,9,53,1324,193,503,1352,Tampa Bay Rays
2017,AL,TEX,4,78,84,N,799,1326,255,21,237,2334,544,1493,113,44,0.719745223,81,39,0.244198895,0.320150968,0.429834254,0.749985222,816,4.66,2,6,29,1443,214,559,1107,Texas Rangers
2017,AL,TOR,4,76,86,N,693,1320,269,5,222,2265,542,1327,53,24,0.688311688,51,35,0.240043644,0.31222458,0.411893071,0.724117651,784,4.42,2,6,45,1460,203,549,1372,Toronto Blue Jays
2017,NL,WAS,1,97,65,N,819,1477,311,31,215,2495,542,1327,108,30,0.782608696,31,45,0.265982352,0.332198995,0.449306681,0.781505676,672,3.88,3,5,46,1300,189,495,1457,Washington Nationals
2018,NL,ARI,3,82,80,N,693,1283,259,50,176,2170,560,1460,79,25,0.759615385,52,45,0.234981685,0.309792382,0.397435897,0.707228279,644,3.72,2,9,39,1313,174,522,1448,Arizona Diamondbacks
2018,NL,ATL,1,90,72,N,759,1433,314,29,175,2330,511,1290,90,36,0.714285714,66,43,0.256718022,0.324089004,0.417413114,0.741502117,657,3.75,2,11,40,1236,153,635,1423,Atlanta Braves
2018,AL,BAL,5,47,115,N,622,1317,242,15,188,2153,422,1412,81,22,0.786407767,57,35,0.239150173,0.298289321,0.390956964,0.689246285,892,5.18,2,7,28,1552,234,589,1203,Baltimore Orioles
2018,AL,BOS,1,108,54,Y,876,1509,355,31,208,2550,569,1253,125,31,0.801282051,55,48,0.268362084,0.338840349,0.453494576,0.792334925,647,3.75,2,14,46,1305,176,512,1558,Boston Red Sox
2018,AL,CHW,4,62,100,N,656,1332,259,40,182,2217,425,1594,98,41,0.705035971,66,32,0.241173275,0.301521667,0.401412276,0.702933943,848,4.83,0,8,34,1404,196,653,1259,Chicago White Sox
2018,NL,CHC,2,95,68,N,761,1453,286,34,167,2308,576,1388,66,38,0.634615385,78,46,0.258357041,0.333175206,0.410384068,0.743559274,645,3.65,1,18,46,1319,157,622,1333,Chicago Cubs
2018,NL,CIN,5,67,95,N,696,1404,251,25,172,2221,559,1376,77,33,0.7,65,35,0.253796095,0.327572282,0.401482285,0.729054567,819,4.63,1,6,38,1491,228,532,1258,Cincinnati Reds
2018,AL,CLE,1,91,71,N,818,1447,297,19,216,2430,554,1189,135,36,0.789473684,80,44,0.258623771,0.3317392,0.434316354,0.766055554,648,3.77,5,17,41,1349,200,407,1544,Cleveland Indians
2018,NL,COL,2,91,72,N,780,1418,280,42,210,2412,507,1397,95,33,0.7421875,51,37,0.255910485,0.322033898,0.435300487,0.757334386,745,4.33,0,10,51,1378,184,525,1409,Colorado Rockies
2018,AL,DET,3,64,98,N,630,1326,284,35,135,2085,428,1341,70,30,0.7,52,40,0.241354205,0.300299302,0.379504914,0.679804216,796,4.58,0,2,37,1423,216,491,1215,Detroit Tigers
2018,AL,HOU,1,103,59,N,797,1390,278,18,205,2319,565,1197,71,26,0.731958763,61,45,0.254905557,0.329196604,0.425270493,0.754467097,534,3.11,3,12,46,1164,152,435,1687,Houston Astros
2018,AL,KCR,5,58,104,N,638,1350,283,29,155,2156,427,1310,117,38,0.75483871,67,40,0.245231608,0.305348568,0.39164396,0.696992528,833,4.94,2,8,33,1542,205,549,1157,Kansas City Royals
2018,AL,LAA,4,80,82,N,721,1323,249,23,214,2260,514,1300,89,22,0.801801802,73,39,0.241776316,0.313217448,0.413011696,0.726229144,722,4.15,1,9,35,1353,205,546,1386,Los Angeles Angels
2018,NL,LAD,1,92,71,N,804,1394,296,33,235,2461,647,1436,75,24,0.757575758,61,39,0.250179469,0.332647571,0.441672649,0.77432022,610,3.38,0,11,48,1279,179,422,1565,Los Angeles Dodgers
2018,NL,MIA,5,63,98,N,589,1303,222,24,128,1957,455,1384,45,31,0.592105263,73,31,0.237427114,0.302794774,0.35659621,0.659390984,809,4.76,1,12,30,1388,192,605,1249,Miami Marlins
2018,NL,MIL,1,96,67,N,754,1398,252,24,218,2352,537,1458,124,32,0.794871795,58,41,0.252255503,0.322596309,0.424395525,0.746991835,659,3.73,0,14,49,1259,173,553,1428,Milwaukee Brewers
